ID,Funcionario_ID,PDI_ID,Area,Lideranca,Data_Inicio,Data_Conclusao_Planejada,Data_Conclusao_Real,Status,Aderencia_Percentual,Evolucao_Competencias
1563,1038,260,Produto,Líder 43,2023-03-06,2023-12-01,2023-03-14,Concluído,74.04,6.82
1564,1038,362,Produto,Líder 23,2024-09-13,2024-12-31,2024-12-31,Concluído,85.16,8.62
1565,1038,364,Produto,Líder 18,2023-05-22,2023-10-19,2023-11-16,Concluído,77.41,8.38
1566,1039,126,Produto,Líder 4,2024-12-24,2024-12-31,2024-12-31,Concluído,73.81,8.18
1567,1039,415,Produto,Líder 21,2024-12-28,2024-12-31,2024-12-31,Concluído,84.04,8.91
1568,1039,56,Produto,Líder 27,2024-12-29,2024-12-31,2024-12-31,Concluído,88.41,7.73
1569,1040,272,Tecnologia,Líder 12,2023-05-15,2023-10-12,,Em Andamento,47.85,4.95
1570,1040,382,Tecnologia,Líder 3,2023-01-04,2023-12-30,2023-08-16,Concluído,93.13,7.15
1571,1040,51,Tecnologia,Líder 35,2024-05-11,2024-12-31,2024-07-24,Concluído,71.27,9.62
1572,1043,373,Gente & Gestão,Líder 13,2023-07-30,2024-01-26,2023-09-16,Concluído,80.72,8.8
1573,1043,94,Gente & Gestão,Líder 31,2024-11-18,2024-12-31,,Cancelado,12.06,4.69
1574,1044,146,Qualidade,Líder 28,2024-12-09,2024-12-31,,Em Andamento,73.4,7.99
1575,1044,344,Qualidade,Líder 35,2022-10-07,2023-10-02,2023-05-09,Concluído,98.5,9.31
1576,1045,261,Atendimento,Líder 40,2024-09-15,2024-12-31,2024-12-04,Concluído,97.68,6.89
1577,1045,188,Atendimento,Líder 45,2024-04-14,2024-08-12,,Em Andamento,43.95,7.5
1578,1045,183,Atendimento,Líder 48,2024-04-22,2024-12-18,2024-04-30,Concluído,76.26,6.82
1579,1047,138,Gente & Gestão,Líder 11,2024-04-14,2024-07-13,2024-05-13,Concluído,90.65,9.28
1580,1047,358,Gente & Gestão,Líder 19,2024-05-02,2024-08-30,2024-05-20,Concluído,94.69,6.17
1581,1048,161,Atendimento,Líder 16,2024-10-15,2024-12-31,2024-12-31,Concluído,80.74,7.83
1582,1048,80,Atendimento,Líder 5,2024-05-10,2024-10-07,,Em Andamento,78.23,7.71
1583,1049,475,Marketing,Líder 1,2022-07-05,2023-01-31,,Em Andamento,63.3,7.7
1584,1049,153,Marketing,Líder 25,2022-10-11,2023-03-10,,Em Andamento,53.65,5.78
1585,1050,114,Qualidade,Líder 22,2023-12-11,2024-06-08,2024-03-30,Concluído,71.97,6.11
1586,1051,434,Tecnologia,Líder 15,2024-04-25,2024-10-22,,Em Andamento,75.61,7.13
1587,1051,391,Tecnologia,Líder 21,2024-12-21,2024-12-31,2024-12-27,Concluído,97.38,7.26
1588,1051,464,Tecnologia,Líder 23,2024-03-20,2024-09-16,,Em Andamento,28.44,6.1
1589,1052,229,Suporte,Líder 33,2024-08-28,2024-12-31,2024-12-29,Concluído,81.36,6.84
1590,1052,273,Suporte,Líder 37,2024-11-27,2024-12-31,,Em Andamento,75.36,4.59
1591,1052,44,Suporte,Líder 15,2024-12-12,2024-12-31,2024-12-31,Concluído,74.78,7.42
1592,1053,319,Tecnologia,Líder 4,2024-04-13,2024-09-10,2024-05-15,Concluído,81.63,9.89
1593,1053,439,Tecnologia,Líder 29,2023-10-22,2024-09-16,2024-04-11,Concluído,70.52,6.57
1594,1054,83,Operações,Líder 23,2024-09-20,2024-12-31,2024-12-31,Concluído,86.08,8.34
1595,1055,243,Qualidade,Líder 24,2023-02-04,2023-08-03,,Em Andamento,72.66,5.97
1596,1055,248,Qualidade,Líder 32,2022-12-31,2023-05-30,2023-05-24,Concluído,84.59,7.52
1597,1056,219,Produto,Líder 29,2024-04-14,2024-09-11,2024-07-23,Concluído,79.19,9.18
1598,1056,149,Produto,Líder 42,2023-09-13,2024-06-09,2023-11-14,Concluído,86.79,8.48
1599,1057,77,Inovação,Líder 24,2024-10-13,2024-12-31,2024-12-31,Concluído,70.08,7.25
1600,1058,154,Inovação,Líder 3,2024-02-24,2024-11-20,2024-09-02,Concluído,86.53,8.57
1601,1058,490,Inovação,Líder 5,2023-03-30,2024-03-24,2024-03-31,Concluído,86.32,7.32
1602,1059,259,Financeiro,Líder 11,2024-06-06,2024-12-31,2024-10-20,Concluído,97.51,7.92
1603,1060,266,Tecnologia,Líder 8,2024-02-20,2024-10-17,2024-08-06,Concluído,84.61,8.42
1604,1060,369,Tecnologia,Líder 2,2024-02-15,2024-10-12,,Em Andamento,50.75,6.41
1605,1061,405,Gente & Gestão,Líder 43,2024-04-23,2024-12-31,,Em Andamento,41.05,5.79
1606,1062,368,Qualidade,Líder 17,2023-11-28,2024-11-22,2024-12-04,Concluído,78.21,7.98
1607,1063,296,Vendas,Líder 33,2024-07-19,2024-12-16,2024-12-31,Concluído,85.07,8.19
1608,1063,403,Vendas,Líder 43,2024-05-08,2024-10-05,2024-05-14,Concluído,70.66,9.07
1609,1063,255,Vendas,Líder 27,2024-01-04,2024-08-31,,Em Andamento,61.07,6.66
1610,1064,410,Inovação,Líder 31,2024-12-25,2024-12-31,2024-12-31,Concluído,72.43,8.96
1611,1066,353,Produto,Líder 24,2024-12-27,2024-12-31,2024-12-31,Concluído,70.06,9.84
1612,1066,374,Produto,Líder 31,2024-11-11,2024-12-31,2024-12-31,Concluído,91.43,8.07
1613,1068,376,Produto,Líder 3,2022-09-21,2023-07-18,2023-03-02,Concluído,73.4,6.39
1614,1068,347,Produto,Líder 49,2024-04-16,2024-08-14,,Em Andamento,47.08,5.01
1615,1068,84,Produto,Líder 41,2024-02-22,2024-09-19,2024-10-12,Concluído,74.42,6.94
1616,1069,111,Tecnologia,Líder 29,2023-12-13,2024-07-10,2024-03-26,Concluído,85.92,7.57
1617,1069,349,Tecnologia,Líder 5,2024-09-13,2024-12-31,,Em Andamento,35.15,7.02
1618,1070,124,Suporte,Líder 34,2024-10-18,2024-12-31,,Em Andamento,61.33,6.41
1619,1070,461,Suporte,Líder 31,2024-12-12,2024-12-31,2024-12-31,Concluído,75.78,9.31
1620,1071,158,Operações,Líder 36,2024-05-25,2024-10-22,2024-09-11,Concluído,71.94,6.92
1621,1071,312,Operações,Líder 18,2024-12-05,2024-12-31,2024-12-31,Concluído,76.34,6.02
1622,1073,363,Produto,Líder 11,2024-12-14,2024-12-31,,Em Andamento,50.82,7.01
1623,1075,2,Vendas,Líder 16,2024-10-19,2024-12-31,2024-12-24,Concluído,75.32,7.24
1624,1075,427,Vendas,Líder 48,2024-06-26,2024-12-31,2024-08-19,Concluído,95.02,8.46
1625,1076,173,Produto,Líder 2,2024-12-08,2024-12-31,2024-12-31,Concluído,88.06,7.33
1626,1076,357,Produto,Líder 8,2024-11-11,2024-12-31,,Cancelado,33.52,3.78
1627,1076,322,Produto,Líder 21,2023-09-30,2024-02-27,2024-02-01,Concluído,78.45,9.45
1628,1077,158,Financeiro,Líder 6,2023-09-04,2023-12-03,,Em Andamento,38.92,4.99
1629,1077,460,Financeiro,Líder 9,2024-07-04,2024-12-31,2024-10-06,Concluído,72.95,6.03
1630,1077,48,Financeiro,Líder 21,2023-12-12,2024-12-06,,Em Andamento,75.89,5.78
1631,1079,111,Gente & Gestão,Líder 44,2023-11-13,2024-07-10,,Em Andamento,53.33,4.2
1632,1079,420,Gente & Gestão,Líder 8,2024-04-11,2024-07-10,2024-05-21,Concluído,70.53,7.32
1633,1079,346,Gente & Gestão,Líder 19,2023-10-19,2024-02-16,,Em Andamento,38.57,4.52
1634,1080,225,Qualidade,Líder 12,2024-10-07,2024-12-31,2024-12-31,Concluído,96.57,6.02
1635,1080,392,Qualidade,Líder 44,2022-09-10,2023-05-08,2022-09-17,Concluído,95.04,8.38
1636,1080,302,Qualidade,Líder 30,2024-03-29,2024-12-31,2024-09-08,Concluído,79.44,9.79
1637,1082,18,Produto,Líder 20,2024-12-08,2024-12-31,2024-12-31,Concluído,81.27,8.44
1638,1084,446,Inovação,Líder 22,2023-12-07,2024-10-02,2024-09-19,Concluído,81.05,7.92
1639,1086,302,Tecnologia,Líder 45,2023-07-07,2023-11-04,2023-09-06,Concluído,71.36,8.54
1640,1087,408,Marketing,Líder 1,2024-11-06,2024-12-31,2024-12-31,Concluído,81.47,7.25
1641,1087,328,Marketing,Líder 8,2023-10-22,2024-09-16,2023-12-23,Concluído,84.08,8.47
1642,1087,253,Marketing,Líder 41,2024-02-25,2024-12-31,,Em Andamento,50.98,7.07
1643,1088,167,Comercial,Líder 5,2024-04-21,2024-12-31,2024-12-06,Concluído,89.42,6.38
1644,1088,147,Comercial,Líder 7,2024-11-25,2024-12-31,2024-12-31,Concluído,71.68,6.14
1645,1088,101,Comercial,Líder 22,2024-10-07,2024-12-31,2024-12-31,Concluído,70.64,8.33
1646,1090,482,Marketing,Líder 13,2023-10-22,2024-01-20,2024-01-07,Concluído,96.65,7.7
1647,1090,428,Marketing,Líder 6,2024-04-21,2024-11-17,,Cancelado,13.37,3.0
1648,1090,467,Marketing,Líder 45,2024-01-26,2024-12-31,2024-02-03,Concluído,98.81,9.18
1649,1091,389,Suporte,Líder 25,2022-04-26,2022-08-24,2022-08-04,Concluído,91.84,6.48
1650,1092,247,Comercial,Líder 48,2023-05-13,2024-03-08,2023-07-25,Concluído,88.34,8.05
1651,1093,291,Financeiro,Líder 37,2024-07-06,2024-12-31,,Em Andamento,52.09,4.46
1652,1094,313,Qualidade,Líder 47,2023-10-23,2024-07-19,,Em Andamento,31.32,6.98
1653,1094,118,Qualidade,Líder 21,2023-03-16,2023-06-14,2023-08-04,Concluído,82.57,6.56
1654,1094,384,Qualidade,Líder 47,2024-05-21,2024-12-31,2024-07-04,Concluído,84.2,6.02
1655,1095,187,Marketing,Líder 8,2023-10-29,2024-05-26,2024-01-11,Concluído,99.58,7.09
1656,1096,143,Financeiro,Líder 42,2024-11-26,2024-12-31,2024-12-31,Concluído,97.07,9.87
1657,1096,122,Financeiro,Líder 1,2024-12-04,2024-12-31,,Cancelado,35.51,2.36
1658,1097,26,Produto,Líder 24,2024-11-20,2024-12-31,2024-12-21,Concluído,99.04,6.58
1659,1098,428,Marketing,Líder 9,2024-08-19,2024-12-31,2024-09-29,Concluído,98.33,8.08
1660,1098,343,Marketing,Líder 4,2024-10-26,2024-12-31,2024-12-31,Concluído,99.11,8.45
1661,1098,286,Marketing,Líder 29,2024-11-09,2024-12-31,2024-12-31,Concluído,75.44,8.2
1662,1099,172,Suporte,Líder 47,2024-05-17,2024-12-31,2024-08-31,Concluído,82.86,7.57
1663,1099,94,Suporte,Líder 10,2024-09-16,2024-12-31,2024-11-17,Concluído,98.31,8.66
1664,1099,59,Suporte,Líder 7,2024-12-20,2024-12-31,2024-12-31,Concluído,84.26,7.69
1665,1100,314,Inovação,Líder 7,2024-05-18,2024-12-31,2024-08-12,Concluído,78.48,6.61
1666,1101,61,Financeiro,Líder 36,2024-12-26,2024-12-31,2024-12-31,Concluído,73.29,6.95
1667,1101,282,Financeiro,Líder 42,2023-07-26,2023-10-24,2023-10-20,Concluído,81.98,9.83
1668,1102,93,Tecnologia,Líder 11,2024-09-30,2024-12-31,2024-12-31,Concluído,96.72,6.92
1669,1102,163,Tecnologia,Líder 27,2024-06-18,2024-12-31,,Em Andamento,22.19,4.01
1670,1102,44,Tecnologia,Líder 34,2024-07-09,2024-10-07,2024-11-18,Concluído,75.55,7.1
1671,1103,471,Suporte,Líder 41,2024-10-05,2024-12-31,2024-12-31,Concluído,70.32,9.48
1672,1103,294,Suporte,Líder 14,2024-12-20,2024-12-31,,Em Andamento,45.42,7.43
1673,1103,391,Suporte,Líder 45,2024-07-24,2024-12-31,2024-09-27,Concluído,71.45,8.9
1674,1104,176,Qualidade,Líder 24,2023-03-20,2024-03-14,2023-05-22,Concluído,86.96,8.61
1675,1104,444,Qualidade,Líder 30,2024-05-27,2024-12-31,2024-12-23,Concluído,84.56,6.52
1676,1104,87,Qualidade,Líder 45,2024-04-19,2024-09-16,2024-08-02,Concluído,89.95,9.01
1677,1105,443,Comercial,Líder 20,2024-07-13,2024-11-10,,Cancelado,18.45,2.09
1678,1105,99,Comercial,Líder 2,2024-05-17,2024-12-31,2024-10-10,Concluído,95.85,7.71
1679,1105,441,Comercial,Líder 28,2024-05-19,2024-12-15,2024-09-08,Concluído,70.7,9.89
1680,1106,495,Gente & Gestão,Líder 19,2024-05-21,2024-11-17,,Em Andamento,57.67,7.55
1681,1106,423,Gente & Gestão,Líder 27,2024-06-19,2024-12-31,2024-09-16,Concluído,71.45,9.78
1682,1107,103,Marketing,Líder 46,2024-06-30,2024-12-31,2024-11-14,Concluído,83.15,9.7
1683,1107,289,Marketing,Líder 2,2023-04-27,2023-09-24,2023-06-24,Concluído,76.51,6.83
1684,1107,274,Marketing,Líder 26,2023-02-24,2023-07-24,2023-04-08,Concluído,81.49,8.29
1685,1108,80,Marketing,Líder 49,2024-07-10,2024-12-31,,Em Andamento,77.7,7.26
1686,1109,310,Tecnologia,Líder 23,2023-12-14,2024-05-12,2024-03-09,Concluído,79.77,6.73
1687,1109,185,Tecnologia,Líder 37,2023-01-11,2023-10-08,,Cancelado,26.54,2.47
1688,1110,159,Financeiro,Líder 30,2023-04-13,2024-04-07,,Em Andamento,75.7,4.32
1689,1110,180,Financeiro,Líder 42,2023-01-20,2023-08-18,2023-06-08,Concluído,98.44,8.12
1690,1111,60,Comercial,Líder 14,2024-10-19,2024-12-31,,Em Andamento,62.99,7.02
1691,1111,261,Comercial,Líder 30,2024-12-18,2024-12-31,2024-12-31,Concluído,92.66,8.68
1692,1111,156,Comercial,Líder 11,2024-02-13,2024-05-13,2024-04-07,Concluído,94.21,9.22
1693,1112,327,Marketing,Líder 17,2023-11-05,2024-03-04,,Em Andamento,54.06,7.54
1694,1114,36,Gente & Gestão,Líder 42,2022-11-05,2023-10-01,2023-02-09,Concluído,79.86,7.6
1695,1114,498,Gente & Gestão,Líder 23,2024-08-17,2024-12-31,2024-12-31,Concluído,82.75,6.06
1696,1114,420,Gente & Gestão,Líder 42,2023-03-01,2023-08-28,2023-04-28,Concluído,97.44,9.72
1697,1115,407,Suporte,Líder 20,2023-06-30,2023-12-27,2023-11-12,Concluído,75.73,9.37
1698,1117,27,Vendas,Líder 37,2024-01-08,2024-10-04,,Em Andamento,68.3,5.28
1699,1117,262,Vendas,Líder 16,2024-04-27,2024-10-24,2024-07-08,Concluído,74.65,7.4
1700,1117,64,Vendas,Líder 35,2024-04-16,2024-12-31,2024-12-31,Concluído,93.34,9.55
1701,1119,126,Inovação,Líder 43,2024-09-27,2024-12-31,2024-11-11,Concluído,76.29,9.94
1702,1119,264,Inovação,Líder 12,2023-12-27,2024-10-22,2024-10-30,Concluído,99.28,7.99
1703,1120,431,Vendas,Líder 35,2024-01-07,2024-06-05,,Em Andamento,53.31,4.51
1704,1120,117,Vendas,Líder 21,2024-05-20,2024-12-16,2024-11-18,Concluído,82.93,6.76
1705,1120,248,Vendas,Líder 20,2023-11-04,2024-03-03,2023-11-08,Concluído,86.06,7.37
1706,1122,262,Qualidade,Líder 38,2023-12-02,2024-04-30,,Em Andamento,25.39,6.37
1707,1122,278,Qualidade,Líder 21,2023-12-29,2024-04-27,2024-03-20,Concluído,94.16,6.45
1708,1122,460,Qualidade,Líder 35,2023-09-25,2024-09-19,2024-08-14,Concluído,94.74,7.74
1709,1123,490,Vendas,Líder 38,2024-11-17,2024-12-31,2024-12-31,Concluído,70.24,9.2
1710,1124,390,Produto,Líder 8,2024-05-08,2024-11-04,2024-12-14,Concluído,80.15,8.83
1711,1124,165,Produto,Líder 21,2024-05-24,2024-11-20,2024-06-10,Concluído,88.65,9.26
1712,1124,414,Produto,Líder 18,2024-07-26,2024-12-31,2024-12-31,Concluído,74.69,8.39
1713,1125,76,Tecnologia,Líder 41,2024-02-01,2024-08-29,,Cancelado,12.61,3.63
1714,1125,256,Tecnologia,Líder 6,2024-04-09,2024-12-31,2024-12-31,Concluído,74.97,8.96
1715,1126,350,Vendas,Líder 1,2024-11-28,2024-12-31,2024-12-31,Concluído,90.47,8.16
1716,1126,174,Vendas,Líder 8,2024-11-26,2024-12-31,2024-12-31,Concluído,84.1,6.1
1717,1127,262,Operações,Líder 36,2024-09-26,2024-12-31,2024-11-12,Concluído,76.85,6.6
1718,1128,102,Vendas,Líder 22,2024-10-19,2024-12-31,,Em Andamento,22.69,4.59
1719,1129,196,Marketing,Líder 7,2024-10-23,2024-12-31,2024-12-31,Concluído,94.14,8.0
1720,1129,223,Marketing,Líder 8,2022-12-18,2023-03-18,2023-02-20,Concluído,70.38,6.15
1721,1129,420,Marketing,Líder 1,2024-07-24,2024-10-22,2024-08-29,Concluído,94.06,9.53
1722,1130,372,Qualidade,Líder 4,2024-08-26,2024-12-31,,Cancelado,18.24,5.65
1723,1132,174,Inovação,Líder 34,2024-07-28,2024-12-31,2024-12-31,Concluído,94.65,8.33
1724,1133,276,Suporte,Líder 4,2024-08-20,2024-12-31,2024-08-25,Concluído,78.98,8.01
1725,1134,499,Tecnologia,Líder 33,2022-06-30,2022-10-28,2022-12-09,Concluído,90.04,8.24
1726,1134,327,Tecnologia,Líder 40,2024-06-10,2024-12-31,2024-09-12,Concluído,98.6,8.69
1727,1135,422,Financeiro,Líder 42,2024-02-14,2024-12-31,,Em Andamento,56.73,6.58
1728,1135,339,Financeiro,Líder 45,2024-01-29,2024-07-27,2024-03-12,Concluído,95.5,8.29
1729,1135,402,Financeiro,Líder 34,2024-10-25,2024-12-31,2024-12-31,Concluído,70.55,6.01
1730,1136,223,Gente & Gestão,Líder 22,2024-08-23,2024-12-31,,Em Andamento,23.48,7.1
1731,1137,242,Financeiro,Líder 12,2024-11-27,2024-12-31,2024-12-31,Concluído,78.51,6.32
1732,1137,213,Financeiro,Líder 36,2024-06-12,2024-10-10,2024-08-17,Concluído,86.13,7.1
1733,1137,151,Financeiro,Líder 38,2024-09-22,2024-12-31,,Em Andamento,28.25,6.42
1734,1138,422,Financeiro,Líder 17,2024-12-08,2024-12-31,2024-12-31,Concluído,91.88,9.33
1735,1140,323,Marketing,Líder 30,2024-04-14,2024-11-10,2024-12-16,Concluído,80.74,6.46
1736,1140,140,Marketing,Líder 14,2024-03-17,2024-07-15,2024-03-30,Concluído,75.4,7.33
1737,1141,50,Marketing,Líder 13,2024-12-07,2024-12-31,,Em Andamento,54.9,4.41
1738,1141,150,Marketing,Líder 46,2024-12-23,2024-12-31,2024-12-31,Concluído,71.41,6.95
1739,1141,491,Marketing,Líder 37,2024-12-25,2024-12-31,2024-12-31,Concluído,76.94,8.92
1740,1142,93,Inovação,Líder 20,2023-09-29,2023-12-28,,Cancelado,24.63,2.98
1741,1142,126,Inovação,Líder 40,2023-09-04,2024-07-30,,Em Andamento,40.34,4.32
1742,1142,93,Inovação,Líder 19,2024-11-18,2024-12-31,2024-12-31,Concluído,96.53,8.27
1743,1144,399,Inovação,Líder 12,2023-04-28,2024-04-22,,Em Andamento,63.14,6.93
1744,1144,252,Inovação,Líder 37,2024-10-25,2024-12-31,2024-10-25,Concluído,90.57,7.02
1745,1144,107,Inovação,Líder 40,2023-02-21,2023-05-22,,Em Andamento,20.5,4.86
1746,1145,139,Comercial,Líder 18,2024-10-31,2024-12-31,2024-12-31,Concluído,72.98,8.12
1747,1145,285,Comercial,Líder 16,2024-09-15,2024-12-31,2024-12-18,Concluído,81.08,7.87
1748,1145,304,Comercial,Líder 6,2024-09-18,2024-12-31,2024-10-09,Concluído,89.07,7.39
1749,1148,463,Qualidade,Líder 21,2024-08-19,2024-12-31,,Em Andamento,67.81,5.87
1750,1149,199,Tecnologia,Líder 23,2024-10-19,2024-12-31,,Em Andamento,30.15,5.64
1751,1150,3,Qualidade,Líder 17,2024-10-28,2024-12-31,2024-12-31,Concluído,96.04,6.32
1752,1150,49,Qualidade,Líder 46,2023-10-01,2024-07-27,2024-04-28,Concluído,75.49,6.01
1753,1151,323,Vendas,Líder 43,2024-10-28,2024-12-31,2024-12-31,Concluído,70.87,7.37
1754,1151,392,Vendas,Líder 13,2024-11-14,2024-12-31,2024-12-31,Concluído,80.13,8.4
1755,1152,358,Vendas,Líder 35,2024-02-26,2024-12-31,,Em Andamento,74.58,4.29
1756,1154,472,Inovação,Líder 14,2024-12-20,2024-12-31,2024-12-31,Concluído,71.95,7.42
1757,1154,195,Inovação,Líder 14,2024-12-30,2024-12-31,2024-12-31,Concluído,82.18,9.85
1758,1154,422,Inovação,Líder 46,2024-12-16,2024-12-31,,Em Andamento,30.96,7.03
1759,1156,297,Marketing,Líder 41,2024-10-15,2024-12-31,,Em Andamento,21.92,4.94
1760,1156,76,Marketing,Líder 50,2024-07-08,2024-12-31,2024-08-20,Concluído,89.53,8.73
1761,1156,113,Marketing,Líder 29,2024-05-22,2024-08-20,2024-10-08,Concluído,70.65,9.26
1762,1157,413,Gente & Gestão,Líder 30,2022-11-22,2023-06-20,,Em Andamento,76.16,4.49
1763,1157,438,Gente & Gestão,Líder 30,2024-07-03,2024-12-30,2024-07-20,Concluído,91.71,7.6
1764,1158,92,Vendas,Líder 34,2024-10-05,2024-12-31,2024-11-02,Concluído,81.46,8.28
1765,1161,268,Operações,Líder 42,2024-05-12,2024-12-31,,Em Andamento,22.99,7.1
1766,1161,457,Operações,Líder 33,2024-12-10,2024-12-31,2024-12-31,Concluído,88.78,6.93
1767,1161,313,Operações,Líder 32,2024-04-06,2024-12-31,2024-11-25,Concluído,90.5,8.04
1768,1162,322,Operações,Líder 43,2024-07-24,2024-12-31,,Em Andamento,25.38,7.1
1769,1162,183,Operações,Líder 31,2024-01-11,2024-04-10,,Em Andamento,22.25,5.92
1770,1163,212,Operações,Líder 7,2024-06-30,2024-12-31,2024-09-21,Concluído,85.71,8.48
1771,1166,312,Atendimento,Líder 42,2023-11-05,2024-09-30,,Cancelado,16.43,3.07
1772,1166,481,Atendimento,Líder 12,2024-10-16,2024-12-31,2024-12-31,Concluído,83.59,8.44
1773,1167,309,Tecnologia,Líder 38,2024-01-19,2024-06-17,2024-05-19,Concluído,89.84,7.49
1774,1167,246,Tecnologia,Líder 33,2024-02-14,2024-11-10,2024-10-03,Concluído,84.33,7.65
1775,1168,390,Marketing,Líder 16,2023-02-24,2023-09-22,,Em Andamento,22.83,6.4
1776,1168,227,Marketing,Líder 34,2024-05-12,2024-12-31,,Cancelado,26.45,2.48
1777,1169,302,Vendas,Líder 17,2024-07-30,2024-12-31,,Em Andamento,25.09,4.27
1778,1169,483,Vendas,Líder 38,2024-04-07,2024-12-31,2024-06-25,Concluído,85.86,7.48
1779,1169,477,Vendas,Líder 18,2023-12-22,2024-11-16,,Em Andamento,31.98,6.34
1780,1170,143,Inovação,Líder 2,2024-10-08,2024-12-31,2024-10-18,Concluído,90.32,8.13
1781,1170,429,Inovação,Líder 23,2024-06-02,2024-11-29,2024-07-10,Concluído,96.85,6.93
1782,1171,385,Suporte,Líder 45,2024-12-20,2024-12-31,2024-12-31,Concluído,92.91,8.3
1783,1171,337,Suporte,Líder 13,2024-12-30,2024-12-31,2024-12-31,Concluído,77.88,8.5
1784,1171,445,Suporte,Líder 20,2024-12-22,2024-12-31,2024-12-31,Concluído,70.27,9.4
1785,1172,146,Atendimento,Líder 32,2024-11-01,2024-12-31,2024-11-04,Concluído,76.89,7.14
1786,1172,219,Atendimento,Líder 20,2024-09-20,2024-12-31,2024-09-29,Concluído,70.81,6.28
1787,1174,499,Tecnologia,Líder 29,2023-07-05,2024-01-31,,Em Andamento,53.6,4.37
1788,1176,241,Qualidade,Líder 25,2024-12-17,2024-12-31,2024-12-31,Concluído,93.89,9.75
1789,1176,497,Qualidade,Líder 42,2024-12-23,2024-12-31,2024-12-31,Concluído,95.18,9.74
1790,1176,238,Qualidade,Líder 30,2024-11-12,2024-12-31,2024-11-16,Concluído,98.85,7.94
1791,1178,166,Atendimento,Líder 24,2024-09-08,2024-12-31,2024-12-31,Concluído,77.03,7.57
1792,1178,274,Atendimento,Líder 31,2024-08-04,2024-12-31,2024-12-31,Concluído,88.94,9.96
1793,1182,333,Operações,Líder 10,2023-02-05,2023-11-02,2023-09-27,Concluído,70.12,6.27
1794,1182,345,Operações,Líder 7,2024-04-15,2024-07-14,,Cancelado,39.37,5.4
1795,1182,230,Operações,Líder 1,2024-03-31,2024-12-26,2024-10-20,Concluído,75.21,7.25
1796,1183,383,Financeiro,Líder 40,2023-10-12,2024-10-06,2024-06-17,Concluído,87.23,7.07
1797,1184,419,Suporte,Líder 29,2024-06-16,2024-10-14,2024-09-25,Concluído,74.35,8.55
1798,1184,474,Suporte,Líder 40,2023-06-21,2024-05-16,2023-09-28,Concluído,91.7,9.48
1799,1184,454,Suporte,Líder 11,2022-12-14,2023-08-11,,Em Andamento,61.32,7.17
1800,1185,230,Vendas,Líder 7,2023-12-08,2024-05-06,2024-02-25,Concluído,88.23,7.69
1801,1185,405,Vendas,Líder 24,2023-11-25,2024-05-23,2024-04-04,Concluído,90.87,8.48
1802,1185,93,Vendas,Líder 38,2024-10-22,2024-12-31,2024-11-02,Concluído,74.57,7.84
1803,1186,458,Gente & Gestão,Líder 23,2024-12-17,2024-12-31,2024-12-25,Concluído,89.26,7.28
1804,1186,357,Gente & Gestão,Líder 13,2024-07-25,2024-12-31,,Em Andamento,76.92,7.4
1805,1186,317,Gente & Gestão,Líder 17,2024-10-31,2024-12-31,2024-12-14,Concluído,94.07,6.39
1806,1187,49,Marketing,Líder 7,2024-10-24,2024-12-31,,Em Andamento,57.94,5.32
1807,1188,282,Gente & Gestão,Líder 23,2022-11-13,2023-08-10,2022-12-19,Concluído,95.07,6.1
1808,1189,476,Tecnologia,Líder 50,2024-08-16,2024-12-31,2024-09-16,Concluído,93.82,7.43
1809,1189,262,Tecnologia,Líder 3,2024-10-02,2024-12-31,2024-12-23,Concluído,96.12,7.21
1810,1191,315,Produto,Líder 32,2024-08-05,2024-12-31,2024-12-31,Concluído,82.84,9.52
1811,1191,188,Produto,Líder 39,2023-03-28,2023-09-24,2023-11-08,Concluído,99.51,7.41
1812,1191,13,Produto,Líder 6,2023-07-02,2024-03-28,2024-01-19,Concluído,84.7,6.1
1813,1192,261,Atendimento,Líder 27,2024-12-19,2024-12-31,,Em Andamento,35.52,7.17
1814,1192,195,Atendimento,Líder 9,2024-12-19,2024-12-31,2024-12-31,Concluído,82.84,9.46
1815,1192,370,Atendimento,Líder 34,2024-12-22,2024-12-31,2024-12-25,Concluído,71.07,6.59
1816,1194,397,Financeiro,Líder 16,2023-06-28,2024-01-24,2024-03-05,Concluído,97.63,8.73
1817,1195,466,Marketing,Líder 41,2023-01-24,2023-05-24,2023-05-02,Concluído,83.5,8.7
