ID,Funcionario_ID,Treinamento_ID,Nome_Treinamento,Data_Inicio,Data_Conclusao,Horas_Capacitacao,Aderencia_Plano_Educacional,Avaliacao_Eficacia,Status
1899,473,68,Segurança da Informação,2024-09-10,2024-12-11,12.98,73.42,6.69,Concluído
1900,473,95,Oratória,2023-10-26,2024-12-27,30.66,64.65,8.49,Concluído
1901,473,65,Segurança da Informação,2024-04-22,2024-11-26,35.78,61.18,6.38,Concluído
1902,473,3,Comunicação Eficaz,2024-02-04,2024-09-14,18.01,91.86,9.13,Concluído
1903,473,45,Liderança e Gestão de Pessoas,2024-01-06,,18.97,72.4,,Em Andamento
1904,474,39,DevOps e CI/CD,2024-09-18,2024-10-21,10.61,74.0,7.19,Concluído
1905,474,3,Segurança da Informação,2024-10-07,2024-11-09,18.07,96.08,8.29,Concluído
1906,474,39,Agile/Scrum,2024-08-23,2024-08-29,35.62,97.23,7.34,Concluído
1907,474,45,Vendas Consultivas,2024-11-12,2024-12-06,30.77,64.38,6.58,Concluído
1908,474,75,Power BI,2024-11-29,,19.12,66.63,,Em Andamento
1909,474,46,Liderança e Gestão de Pessoas,2024-11-30,,9.03,36.21,,Em Andamento
1910,474,42,JavaScript Moderno,2024-08-19,2024-10-20,10.54,99.08,6.42,Concluído
1911,475,17,Excel Avançado,2024-10-28,2024-12-12,18.56,62.63,9.13,Concluído
1912,475,42,Comunicação Eficaz,2024-03-12,2024-10-23,32.65,77.42,8.2,Concluído
1913,475,59,Liderança e Gestão de Pessoas,2024-11-28,2024-12-05,22.42,99.67,8.28,Concluído
1914,475,24,Python Avançado,2024-05-02,2024-12-21,11.43,69.16,8.43,Concluído
1915,475,43,DevOps e CI/CD,2023-03-02,2024-06-03,39.91,76.67,6.69,Concluído
1916,475,56,Negociação,2023-05-08,,5.67,71.37,,Em Andamento
1917,475,1,Python Avançado,2023-09-11,2023-11-20,32.59,96.82,9.3,Concluído
1918,476,7,Oratória,2024-03-24,2024-05-31,27.26,96.28,8.57,Concluído
1919,477,3,Customer Success,2023-11-21,2024-11-26,33.88,89.37,7.6,Concluído
1920,477,10,Segurança da Informação,2023-07-12,2024-07-28,31.76,64.53,6.88,Concluído
1921,478,95,Product Management,2023-07-08,2024-09-05,11.92,93.62,6.71,Concluído
1922,478,31,Oratória,2023-12-24,2024-09-10,28.71,97.35,7.03,Concluído
1923,478,76,Power BI,2023-10-01,2024-03-26,9.42,88.15,6.6,Concluído
1924,478,79,DevOps e CI/CD,2023-05-26,2023-07-30,22.75,67.76,7.51,Concluído
1925,478,71,Data Analytics,2024-09-13,2024-10-04,39.81,90.33,6.38,Concluído
1926,479,43,Liderança e Gestão de Pessoas,2024-04-23,2024-12-02,22.43,93.27,9.97,Concluído
1927,479,97,Customer Success,2024-05-17,2024-11-06,33.25,65.35,6.35,Concluído
1928,479,38,Design Thinking,2023-04-14,2023-10-27,23.61,87.7,9.85,Concluído
1929,479,90,Gestão de Projetos,2024-10-30,2024-11-04,24.7,72.16,8.37,Concluído
1930,479,97,Customer Success,2024-10-07,2024-12-02,21.04,97.12,8.95,Concluído
1931,479,18,Product Management,2023-06-05,2023-09-19,18.8,64.91,6.41,Concluído
1932,479,57,Liderança e Gestão de Pessoas,2023-08-23,2024-04-25,17.2,64.89,8.77,Concluído
1933,479,1,Customer Success,2024-01-26,2024-12-08,35.06,66.91,8.88,Concluído
1934,481,58,Cloud Computing AWS,2024-03-28,,2.16,38.72,,Cancelado
1935,481,85,Agile/Scrum,2024-05-24,,3.8,39.52,,Cancelado
1936,482,96,Design Thinking,2024-09-28,,13.21,40.65,,Em Andamento
1937,482,2,Cloud Computing AWS,2024-09-26,2024-12-14,15.4,90.08,6.65,Concluído
1938,482,33,Gestão de Tempo,2024-12-14,2024-12-28,30.12,77.16,9.25,Concluído
1939,483,99,Liderança e Gestão de Pessoas,2024-10-05,,7.29,4.66,,Cancelado
1940,483,32,Agile/Scrum,2024-05-19,,17.03,77.68,,Em Andamento
1941,484,51,Liderança e Gestão de Pessoas,2023-04-02,2023-05-04,35.26,90.64,9.82,Concluído
1942,487,52,Cloud Computing AWS,2023-05-14,2024-06-14,16.25,81.39,9.59,Concluído
1943,487,24,Design Thinking,2023-06-27,2024-06-28,23.74,87.43,6.84,Concluído
1944,487,95,JavaScript Moderno,2024-07-10,2024-09-07,32.04,96.23,9.3,Concluído
1945,487,70,Gestão de Tempo,2023-04-05,2023-10-08,32.41,81.15,7.23,Concluído
1946,487,52,Gestão de Projetos,2024-08-12,2024-12-02,18.73,78.92,7.43,Concluído
1947,488,55,Vendas Consultivas,2024-08-24,2024-10-06,38.65,64.0,8.22,Concluído
1948,488,59,Power BI,2024-07-19,2024-10-03,27.62,69.46,7.37,Concluído
1949,488,94,Comunicação Eficaz,2024-11-26,2024-12-01,38.94,76.25,9.8,Concluído
1950,488,19,Negociação,2024-09-06,2024-12-03,20.76,82.32,9.79,Concluído
1951,488,36,Cloud Computing AWS,2024-08-24,2024-11-02,13.6,91.93,8.54,Concluído
1952,489,95,Vendas Consultivas,2024-04-30,2024-10-18,16.78,84.77,7.58,Concluído
1953,489,16,Vendas Consultivas,2023-09-03,,1.72,10.5,,Cancelado
1954,489,8,Design Thinking,2024-02-16,2024-04-04,30.75,75.18,7.03,Concluído
1955,489,17,Machine Learning,2023-01-03,2023-04-01,32.41,96.14,7.08,Concluído
1956,489,94,Segurança da Informação,2023-12-16,2024-02-14,27.87,65.29,9.77,Concluído
1957,489,93,Gestão de Tempo,2023-10-25,2024-09-16,17.21,95.85,9.68,Concluído
1958,489,2,Excel Avançado,2023-02-21,,9.95,75.5,,Em Andamento
1959,490,59,Segurança da Informação,2024-10-18,2024-10-26,28.02,98.5,9.78,Concluído
1960,490,21,Oratória,2024-07-04,2024-08-28,26.02,82.37,7.02,Concluído
1961,490,12,Liderança e Gestão de Pessoas,2024-12-27,2024-12-29,38.87,92.67,8.25,Concluído
1962,490,93,Excel Avançado,2024-08-15,2024-09-06,9.7,88.85,8.04,Concluído
1963,490,44,Customer Success,2024-07-01,2024-09-17,26.41,97.57,8.13,Concluído
1964,490,54,Gestão de Projetos,2024-09-28,2024-11-12,22.34,63.47,6.38,Concluído
1965,491,91,Segurança da Informação,2024-11-02,2024-12-13,31.7,62.86,7.63,Concluído
1966,491,16,Product Management,2024-12-26,2024-12-28,20.63,92.72,7.24,Concluído
1967,492,35,Comunicação Eficaz,2024-02-19,2024-08-17,33.72,93.84,6.33,Concluído
1968,492,96,Excel Avançado,2024-10-21,2024-10-26,11.33,70.38,6.28,Concluído
1969,492,17,Data Analytics,2023-10-20,2024-03-14,15.57,60.13,7.33,Concluído
1970,492,72,JavaScript Moderno,2023-07-06,2024-12-21,26.21,80.11,8.59,Concluído
1971,493,71,Data Analytics,2023-01-31,2024-02-02,5.93,69.8,9.5,Concluído
1972,494,20,Gestão de Tempo,2024-05-15,2024-11-11,39.9,96.9,6.61,Concluído
1973,494,76,Liderança e Gestão de Pessoas,2022-11-01,2023-01-11,37.22,77.07,9.24,Concluído
1974,494,68,Segurança da Informação,2022-07-02,,18.49,61.17,,Em Andamento
1975,494,8,Data Analytics,2024-04-29,2024-08-04,23.9,77.93,8.83,Concluído
1976,494,38,Gestão de Projetos,2024-03-29,2024-12-01,38.02,73.11,7.95,Concluído
1977,494,19,Excel Avançado,2024-03-21,2024-09-17,17.15,89.23,8.36,Concluído
1978,494,33,Agile/Scrum,2022-12-25,2023-02-17,37.0,73.52,6.47,Concluído
1979,494,82,Data Analytics,2023-08-02,2024-03-17,18.0,77.05,7.86,Concluído
1980,495,16,DevOps e CI/CD,2023-10-01,2023-11-15,11.58,67.02,7.07,Concluído
1981,495,64,Agile/Scrum,2024-08-25,2024-11-18,36.75,90.19,9.81,Concluído
1982,495,30,Cloud Computing AWS,2022-12-19,,8.25,28.82,,Em Andamento
1983,495,46,Cloud Computing AWS,2023-03-13,2024-09-28,38.89,95.17,9.36,Concluído
1984,495,46,Customer Success,2022-11-30,2024-08-02,33.66,74.7,7.14,Concluído
1985,496,75,Data Analytics,2024-08-27,2024-09-16,20.65,80.12,9.94,Concluído
1986,496,69,Excel Avançado,2023-12-01,,6.22,31.73,,Cancelado
1987,496,13,Oratória,2024-08-29,2024-10-18,18.63,81.14,8.02,Concluído
1988,496,40,Gestão de Projetos,2024-03-12,2024-06-13,16.26,71.4,8.12,Concluído
1989,496,33,Data Analytics,2023-09-06,2024-09-23,27.77,64.13,9.98,Concluído
1990,496,57,Python Avançado,2024-03-29,,18.79,21.02,,Em Andamento
1991,496,6,Gestão de Projetos,2024-04-12,2024-08-24,21.88,95.84,8.82,Concluído
1992,496,57,Design Thinking,2023-09-17,2024-11-02,26.34,95.46,9.15,Concluído
1993,497,66,Gestão de Tempo,2024-08-26,2024-12-13,24.19,97.24,6.33,Concluído
1994,497,34,Design Thinking,2024-11-07,2024-12-16,16.53,74.35,6.1,Concluído
1995,497,99,Cloud Computing AWS,2024-06-12,2024-08-24,20.1,72.33,8.53,Concluído
1996,498,98,Machine Learning,2023-07-07,2024-12-19,28.48,92.59,7.85,Concluído
1997,498,83,Design Thinking,2023-06-10,2023-11-22,37.88,64.59,6.54,Concluído
1998,498,37,Data Analytics,2024-07-02,2024-12-10,24.96,82.19,6.25,Concluído
1999,498,89,Gestão de Projetos,2024-02-01,2024-06-01,34.48,91.23,6.92,Concluído
2000,499,74,Machine Learning,2024-11-27,2024-12-04,7.6,86.18,9.62,Concluído
2001,499,49,Cloud Computing AWS,2024-11-19,,5.51,5.54,,Cancelado
2002,499,53,Machine Learning,2024-01-06,2024-05-09,19.6,71.2,9.11,Concluído
2003,499,27,Product Management,2024-11-15,,6.0,33.09,,Cancelado
2004,500,52,Python Avançado,2023-10-12,2024-09-11,18.29,64.54,9.93,Concluído
2005,500,64,Negociação,2023-10-03,2024-12-26,17.37,62.83,6.55,Concluído
2006,500,32,Python Avançado,2023-12-05,2024-09-11,14.83,76.27,6.66,Concluído
2007,500,4,Comunicação Eficaz,2024-10-09,2024-10-21,10.24,94.08,6.04,Concluído
2008,500,89,Cloud Computing AWS,2024-07-25,,18.82,47.11,,Em Andamento
2009,500,12,Python Avançado,2024-12-02,2024-12-05,28.01,62.13,7.08,Concluído
2010,500,60,JavaScript Moderno,2022-11-06,,13.65,73.1,,Em Andamento
2011,501,13,Oratória,2022-07-02,,7.18,22.75,,Cancelado
2012,501,65,Excel Avançado,2024-09-04,,17.95,16.99,,Em Andamento
2013,501,34,Liderança e Gestão de Pessoas,2022-10-05,2023-08-31,10.22,81.56,9.21,Concluído
2014,501,60,Machine Learning,2024-05-04,2024-11-12,38.87,83.39,7.99,Concluído
2015,502,23,Design Thinking,2023-12-14,2024-12-04,10.95,73.2,7.15,Concluído
2016,502,41,Vendas Consultivas,2024-08-06,2024-11-13,38.1,64.32,8.5,Concluído
2017,502,100,Vendas Consultivas,2023-10-24,2023-12-31,25.84,60.06,9.69,Concluído
2018,502,67,Cloud Computing AWS,2024-04-18,2024-08-17,8.74,88.81,8.8,Concluído
2019,502,39,Segurança da Informação,2022-10-07,2024-09-15,18.77,93.11,6.96,Concluído
2020,502,23,Comunicação Eficaz,2023-09-04,2024-03-07,19.82,61.87,9.5,Concluído
2021,502,90,Excel Avançado,2024-07-11,2024-11-20,11.24,72.89,8.88,Concluído
2022,502,20,Gestão de Tempo,2024-02-06,2024-07-11,8.98,97.33,7.11,Concluído
2023,503,36,Negociação,2024-11-16,2024-12-11,8.75,96.31,8.21,Concluído
2024,503,8,Gestão de Tempo,2024-11-28,2024-12-17,35.51,78.31,9.23,Concluído
2025,503,22,Comunicação Eficaz,2024-11-27,2024-12-13,6.95,85.32,9.58,Concluído
2026,503,99,Product Management,2024-10-24,,9.76,80.63,,Em Andamento
2027,503,77,JavaScript Moderno,2024-11-22,2024-11-24,9.28,85.46,6.06,Concluído
2028,503,81,Machine Learning,2024-12-29,2024-12-30,26.96,76.88,8.5,Concluído
2029,503,66,Customer Success,2024-11-16,2024-11-28,9.31,64.84,9.81,Concluído
2030,504,100,Python Avançado,2023-09-03,2024-02-14,11.37,92.77,9.28,Concluído
2031,504,29,Cloud Computing AWS,2024-07-25,,6.1,44.54,,Em Andamento
2032,504,72,Vendas Consultivas,2023-04-13,2024-05-19,6.57,80.63,9.4,Concluído
2033,504,70,Negociação,2024-05-11,2024-09-28,13.15,83.79,8.34,Concluído
2034,504,94,Cloud Computing AWS,2024-06-07,2024-07-27,28.69,80.08,6.51,Concluído
2035,504,11,Vendas Consultivas,2023-09-30,2023-12-01,39.51,82.68,8.41,Concluído
2036,504,15,Liderança e Gestão de Pessoas,2023-12-24,2024-07-16,31.58,97.47,6.79,Concluído
2037,504,23,Power BI,2024-05-10,2024-11-04,37.72,97.8,7.27,Concluído
2038,505,4,Comunicação Eficaz,2024-12-11,2024-12-20,33.71,66.17,7.79,Concluído
2039,507,99,Negociação,2024-12-07,2024-12-27,28.53,92.09,9.96,Concluído
2040,507,58,Comunicação Eficaz,2022-11-08,,13.84,55.2,,Em Andamento
2041,507,68,Data Analytics,2022-06-24,2024-11-21,13.11,85.91,9.22,Concluído
2042,507,19,Data Analytics,2024-08-02,,8.56,33.86,,Cancelado
2043,510,96,Gestão de Projetos,2024-11-01,2024-12-01,27.01,98.2,7.95,Concluído
2044,510,63,Product Management,2024-08-24,2024-11-24,38.35,77.67,8.33,Concluído
2045,510,28,Agile/Scrum,2024-03-07,2024-07-05,12.44,68.9,7.33,Concluído
2046,510,96,Machine Learning,2024-12-11,,2.66,21.37,,Cancelado
2047,510,59,Excel Avançado,2024-02-10,2024-09-21,6.02,71.58,8.38,Concluído
2048,510,68,Product Management,2023-08-03,,2.52,37.56,,Cancelado
2049,511,74,JavaScript Moderno,2024-08-15,2024-11-26,5.58,81.64,6.62,Concluído
2050,512,58,Cloud Computing AWS,2022-12-30,2024-04-09,8.78,64.63,7.31,Concluído
2051,512,82,Power BI,2024-08-08,2024-08-14,6.84,77.85,6.25,Concluído
2052,512,6,Customer Success,2023-12-19,2024-05-18,20.37,74.73,7.92,Concluído
2053,512,66,DevOps e CI/CD,2024-08-22,2024-10-28,35.19,91.58,8.77,Concluído
2054,512,63,Excel Avançado,2022-05-03,2022-09-08,21.67,79.53,8.8,Concluído
2055,513,18,Negociação,2023-10-09,2024-03-04,33.16,83.02,9.94,Concluído
2056,513,16,Power BI,2024-08-23,2024-08-26,4.07,68.97,8.24,Concluído
2057,513,41,Oratória,2024-05-15,,4.17,28.81,,Em Andamento
2058,513,2,Gestão de Projetos,2024-10-31,2024-11-04,26.51,69.19,9.11,Concluído
2059,513,20,Data Analytics,2024-10-01,2024-11-02,11.41,68.8,7.76,Concluído
2060,513,94,Excel Avançado,2024-03-20,2024-08-06,5.04,80.59,8.2,Concluído
2061,513,73,Oratória,2023-11-07,2024-11-01,23.48,93.91,7.46,Concluído
2062,513,68,Segurança da Informação,2024-01-07,2024-11-01,10.39,93.34,6.53,Concluído
2063,515,70,Negociação,2023-06-23,,14.61,51.75,,Em Andamento
2064,515,23,Product Management,2023-05-04,,3.69,3.51,,Em Andamento
2065,517,70,DevOps e CI/CD,2024-12-28,2024-12-29,18.93,90.74,9.63,Concluído
2066,517,6,Agile/Scrum,2024-05-15,2024-11-25,36.88,75.72,7.03,Concluído
2067,517,33,Segurança da Informação,2024-09-26,2024-12-04,26.04,93.87,9.0,Concluído
2068,517,44,Comunicação Eficaz,2024-12-25,2024-12-30,6.31,61.69,7.4,Concluído
2069,518,95,Cloud Computing AWS,2024-10-21,2024-12-03,10.31,69.14,9.55,Concluído
2070,518,29,Python Avançado,2024-11-23,2024-12-02,22.92,72.06,7.35,Concluído
2071,518,48,Gestão de Projetos,2024-05-16,2024-12-08,30.34,87.65,6.72,Concluído
2072,518,86,Cloud Computing AWS,2024-05-07,2024-06-20,34.33,98.39,7.95,Concluído
2073,519,9,Power BI,2024-06-28,,14.62,19.94,,Em Andamento
2074,519,60,Product Management,2024-09-17,,3.1,6.35,,Cancelado
2075,520,66,Design Thinking,2024-09-28,2024-11-24,8.75,86.14,7.86,Concluído
2076,520,94,Comunicação Eficaz,2023-08-29,2024-12-15,10.79,75.76,7.2,Concluído
2077,520,8,Customer Success,2024-04-21,,7.16,68.36,,Em Andamento
2078,520,63,Gestão de Tempo,2023-08-02,2024-10-23,12.36,83.82,9.13,Concluído
2079,520,73,Python Avançado,2023-09-18,2024-04-11,31.24,84.57,9.15,Concluído
2080,520,97,Agile/Scrum,2024-08-27,2024-10-16,31.07,73.03,9.07,Concluído
2081,520,11,Gestão de Tempo,2022-07-10,,19.81,81.9,,Em Andamento
2082,524,94,Machine Learning,2024-11-02,2024-12-26,35.58,99.22,8.07,Concluído
2083,524,7,DevOps e CI/CD,2023-11-23,2024-09-19,13.01,87.15,8.16,Concluído
2084,524,80,Data Analytics,2023-11-02,2024-07-23,6.04,67.95,6.35,Concluído
2085,524,85,JavaScript Moderno,2023-10-10,2024-09-07,35.47,74.77,7.16,Concluído
2086,524,91,Design Thinking,2024-02-13,2024-05-06,36.84,96.55,7.77,Concluído
2087,524,10,Gestão de Tempo,2023-10-24,2024-12-16,32.69,87.44,8.71,Concluído
2088,524,74,Segurança da Informação,2024-03-13,2024-12-24,37.31,82.74,7.55,Concluído
2089,525,69,JavaScript Moderno,2022-11-28,2023-07-10,17.53,84.37,7.89,Concluído
2090,525,27,Cloud Computing AWS,2023-06-06,2023-10-19,7.07,88.82,7.27,Concluído
2091,525,23,Gestão de Projetos,2024-06-02,2024-10-07,34.94,84.0,8.25,Concluído
2092,525,92,Negociação,2023-02-09,2023-07-25,6.97,68.69,9.59,Concluído
2093,526,22,Python Avançado,2023-05-20,2023-11-14,6.7,75.55,9.84,Concluído
2094,526,41,Customer Success,2024-06-23,,3.84,17.98,,Em Andamento
2095,526,24,DevOps e CI/CD,2022-09-21,2023-07-14,31.82,79.49,7.16,Concluído
2096,526,13,Oratória,2022-11-15,,11.0,2.53,,Em Andamento
2097,526,32,Cloud Computing AWS,2023-05-09,,4.39,3.88,,Em Andamento
2098,526,20,Cloud Computing AWS,2022-06-27,2022-12-05,6.5,85.99,8.0,Concluído
2099,526,85,Vendas Consultivas,2023-09-16,,9.15,37.7,,Em Andamento
2100,526,35,Segurança da Informação,2023-10-18,2023-12-07,10.94,83.87,7.96,Concluído
2101,528,15,Machine Learning,2024-03-07,2024-12-06,21.53,70.31,9.78,Concluído
2102,528,13,Vendas Consultivas,2023-06-27,2024-11-15,30.51,94.33,8.25,Concluído
2103,528,66,Oratória,2024-01-06,,3.23,13.8,,Em Andamento
2104,529,6,Gestão de Tempo,2024-11-29,2024-12-21,12.99,82.8,6.36,Concluído
2105,529,28,Design Thinking,2023-12-10,2024-06-05,31.14,96.53,8.54,Concluído
2106,529,47,Comunicação Eficaz,2022-12-18,,3.79,75.21,,Em Andamento
2107,529,44,Cloud Computing AWS,2024-05-07,2024-10-10,33.3,66.58,8.47,Concluído
2108,530,16,Customer Success,2022-10-25,2024-07-18,10.29,88.71,6.99,Concluído
2109,530,100,Cloud Computing AWS,2024-10-29,2024-11-22,21.1,71.42,7.08,Concluído
2110,530,74,Excel Avançado,2024-12-13,2024-12-14,15.33,60.53,6.99,Concluído
2111,530,31,Customer Success,2024-03-18,2024-10-24,13.05,77.61,7.88,Concluído
2112,530,41,Gestão de Tempo,2023-09-26,2024-01-02,21.46,98.39,8.25,Concluído
2113,530,80,Agile/Scrum,2023-10-28,2024-06-03,4.16,90.19,6.72,Concluído
2114,530,18,Vendas Consultivas,2022-09-20,2022-10-30,24.82,78.67,7.84,Concluído
2115,531,37,Gestão de Tempo,2024-12-19,2024-12-28,18.05,76.0,6.06,Concluído
2116,531,79,Design Thinking,2024-09-02,2024-09-26,28.44,96.51,8.38,Concluído
2117,532,10,Product Management,2024-05-24,2024-12-02,33.84,82.42,8.09,Concluído
2118,532,92,Comunicação Eficaz,2023-12-19,,11.68,75.34,,Em Andamento
2119,532,11,Product Management,2023-07-23,2024-03-19,8.85,96.11,9.9,Concluído
2120,532,25,Machine Learning,2024-04-21,,19.85,57.13,,Em Andamento
2121,532,33,DevOps e CI/CD,2024-02-22,,15.23,31.51,,Em Andamento
2122,533,14,Liderança e Gestão de Pessoas,2024-06-03,2024-08-10,38.04,86.82,6.92,Concluído
2123,533,5,Machine Learning,2024-04-13,2024-07-05,6.89,94.78,7.69,Concluído
2124,533,83,Oratória,2024-09-13,,7.88,18.09,,Em Andamento
2125,533,51,Agile/Scrum,2024-10-25,,10.04,53.25,,Em Andamento
2126,533,63,Python Avançado,2024-10-31,2024-12-04,16.09,84.35,8.14,Concluído
2127,533,69,Design Thinking,2024-03-24,2024-11-22,15.52,86.67,8.36,Concluído
2128,534,14,Agile/Scrum,2024-06-07,2024-06-19,22.54,73.2,8.5,Concluído
2129,534,37,Excel Avançado,2024-08-09,,9.07,22.15,,Cancelado
2130,534,66,Vendas Consultivas,2024-10-28,2024-11-08,32.48,78.1,7.9,Concluído
2131,534,51,Customer Success,2024-03-31,2024-12-01,14.27,78.49,9.69,Concluído
2132,534,25,Liderança e Gestão de Pessoas,2024-07-25,2024-10-20,32.61,80.3,8.21,Concluído
2133,534,22,Vendas Consultivas,2024-08-04,2024-10-16,35.03,88.76,9.01,Concluído
2134,534,47,Segurança da Informação,2024-10-28,2024-11-07,6.96,72.87,8.9,Concluído
2135,534,50,JavaScript Moderno,2024-07-01,2024-12-13,36.89,97.76,7.38,Concluído
2136,535,70,Product Management,2023-08-16,,13.23,48.4,,Em Andamento
2137,535,33,Liderança e Gestão de Pessoas,2024-10-20,2024-11-09,20.22,82.33,6.11,Concluído
2138,536,6,Power BI,2024-12-12,2024-12-21,29.89,97.05,9.73,Concluído
2139,536,43,Product Management,2024-07-31,2024-09-21,15.13,69.55,9.45,Concluído
2140,536,93,Customer Success,2024-08-09,,5.79,46.86,,Em Andamento
2141,536,37,Power BI,2023-04-18,2023-12-29,13.48,74.31,8.6,Concluído
2142,536,81,Negociação,2023-07-27,,14.34,45.15,,Em Andamento
2143,536,34,Cloud Computing AWS,2024-09-30,2024-11-20,37.74,72.87,7.72,Concluído
2144,537,3,Gestão de Tempo,2024-09-24,,15.84,3.15,,Em Andamento
2145,537,3,Gestão de Projetos,2024-07-10,,18.79,0.01,,Em Andamento
2146,537,92,Data Analytics,2024-07-14,2024-08-07,18.37,60.52,7.87,Concluído
2147,537,64,Negociação,2024-12-30,2024-12-31,13.25,98.96,7.57,Concluído
2148,537,98,Machine Learning,2024-12-18,2024-12-30,4.13,71.8,8.44,Concluído
2149,537,47,Cloud Computing AWS,2024-08-31,2024-09-18,7.06,82.96,9.25,Concluído
2150,537,62,Data Analytics,2024-09-04,2024-11-18,15.8,66.25,9.92,Concluído
2151,538,49,Excel Avançado,2024-11-07,,15.42,81.72,,Em Andamento
2152,539,86,Vendas Consultivas,2023-10-26,2024-02-12,32.32,64.38,8.12,Concluído
2153,539,97,Liderança e Gestão de Pessoas,2024-10-06,,2.8,39.47,,Em Andamento
2154,540,15,Vendas Consultivas,2024-09-09,2024-11-20,11.96,70.61,9.64,Concluído
2155,540,27,Machine Learning,2024-08-03,2024-09-24,23.71,65.28,6.38,Concluído
2156,540,77,Power BI,2024-04-19,,17.37,20.36,,Em Andamento
2157,540,97,Machine Learning,2024-08-31,2024-10-07,34.13,61.19,6.29,Concluído
2158,541,89,Segurança da Informação,2023-09-19,2024-02-10,7.83,89.47,8.24,Concluído
2159,541,25,Product Management,2024-03-21,2024-06-27,24.15,78.16,8.44,Concluído
2160,541,100,JavaScript Moderno,2023-12-27,2024-09-22,5.16,84.98,7.16,Concluído
2161,542,77,Data Analytics,2024-08-05,2024-08-10,16.81,62.66,6.27,Concluído
2162,542,25,Excel Avançado,2023-10-24,2024-10-25,28.36,65.17,8.36,Concluído
2163,542,63,Customer Success,2024-08-11,2024-11-19,4.27,82.77,7.46,Concluído
2164,542,85,Liderança e Gestão de Pessoas,2024-07-12,2024-09-25,26.45,74.43,9.88,Concluído
2165,542,98,Excel Avançado,2023-11-13,2023-12-20,9.32,61.5,6.02,Concluído
2166,542,82,Data Analytics,2024-12-31,2025-01-01,21.15,93.49,6.29,Concluído
2167,543,13,Gestão de Projetos,2023-11-12,,3.2,86.06,,Em Andamento
2168,543,6,Gestão de Projetos,2023-02-25,2024-11-10,23.49,65.77,7.89,Concluído
2169,543,43,Liderança e Gestão de Pessoas,2024-07-13,2024-09-28,19.54,87.11,6.7,Concluído
2170,543,83,DevOps e CI/CD,2024-07-04,2024-08-16,9.12,98.11,8.47,Concluído
2171,543,49,Customer Success,2023-10-21,2023-12-06,7.41,98.54,6.07,Concluído
2172,543,53,Machine Learning,2023-08-29,2023-12-18,9.17,92.33,8.79,Concluído
2173,545,98,Gestão de Projetos,2024-04-03,2024-12-12,22.59,69.61,6.57,Concluído
2174,545,85,Negociação,2023-09-19,,13.39,51.82,,Em Andamento
2175,545,3,Customer Success,2023-06-03,2023-10-24,17.12,78.59,6.22,Concluído
2176,545,32,Liderança e Gestão de Pessoas,2024-01-18,2024-09-03,29.12,78.49,7.56,Concluído
2177,545,72,Cloud Computing AWS,2024-03-15,2024-11-06,23.66,72.28,9.37,Concluído
2178,545,8,Power BI,2023-08-17,2024-09-29,18.21,65.1,6.65,Concluído
